"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","log_quality","qualityPredicted","qualityPredictedRaw"
"708",7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5,"0","0",0.0580920941489796
"709",7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6,"0","0",0.161196812193981
"710",9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,"0","0",0.105003084435501
"711",10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5,"0","0",0.00503721427174574
"712",8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5,"0","0",0.0208344157000558
"713",8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5,"0","0",0.00744864299169929
"714",8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,"0","0",0.0224965304138454
"715",9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5,"0","0",0.0105194720168417
"716",7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6,"0","0",0.0151581154905952
"717",8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,"0","0",0.0224965304138454
"718",7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5,"0","0",0.0470724033344725
"719",8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,"0","0",0.0152278730835877
"720",7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5,"0","0",0.0117548244720133
"721",8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,"0","0",0.0152278730835877
"722",8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5,"0","0",0.0179486487343279
"723",7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5,"0","0",0.0580003023872595
"724",7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5,"0","0",0.461013574353006
"725",7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4,"0","0",0.0112254574753354
"726",9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5,"0","0",0.0293510686480251
"727",8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,"0","0",0.0688358901079414
"728",6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,"0","0",0.0243743789041065
"729",6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,"0","0",0.0243743789041065
"730",6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6,"0","0",0.0998153761974182
"731",9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5,"0","0",0.0284568526397857
"732",8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,5,"0","0",0.0331499250022496
"733",7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,"0","0",0.00522391008913682
"734",7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5,"0","0",0.0325508532442871
"735",7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5,"0","0",0.01790380924336
"736",7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,"0","0",0.00296011551002836
"737",7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,"0","0",0.00296011551002836
"738",8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6,"0","0",0.0170710167990427
"739",9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5,"0","0",0.0210393780853099
"740",9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5,"0","0",0.00991351831997017
"741",8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6,"0","0",0.0777196816982725
"742",9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5,"0","0",0.0217424356696008
"743",6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,5,"0","0",0.0139366510346418
"744",11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5,"0","0",0.0520986748682723
"745",11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5,"0","0",0.0331586897377224
"746",7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,"0","0",0.0353244001543388
"747",8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6,"0","0",0.0225342594918299
"748",8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5,"0","0",0.0356147546427184
"749",7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,"0","0",0.0395335011534879
"750",7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,"0","0",0.0353244001543388
"751",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,"0","0",0.0125721191476417
"752",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,"0","0",0.0125721191476417
"753",7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5,"0","0",0.0209257699304925
"754",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,"0","0",0.0125721191476417
"755",7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6,"0","0",0.0613441147753541
"756",7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6,"0","0",0.010352229009267
"757",6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6,"0","0",0.0137469228200019
"758",8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,"0","0",0.00595692268690369
"759",8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,"0","0",0.00595692268690369
"760",8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5,"0","0",0.0224127641011417
"761",9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5,"0","0",0.0215531589219266
"762",9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,"0","0",0.00974564363228571
"763",8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,"0","0",0.0159521394119399
"764",9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,"0","0",0.00974564363228571
"765",9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,"0","0",0.0110969151511974
"766",9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6,"0","0",0.011275655968753
"767",8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5,"0","0",0.0142346724778383
"768",7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,"0","0",0.0184963864756756
"769",7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,"0","0",0.0186823391506725
"770",7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5,"0","0",0.0101157530800941
"771",7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,"0","0",0.0186823391506725
"772",9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,"0","0",0.00983652070703193
"773",9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5,"0","0",0.0158659007628173
"774",7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,"0","0",0.0869721412540279
"775",7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6,"0","0",0.0849340311393649
"776",7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5,"0","0",0.00380831038300092
"777",6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,"0","0",0.0196124140916113
"778",6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,"0","0",0.0325969549131079
"779",8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5,"0","0",0.0933131892185492
"780",7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5,"0","0",0.0327924899669629
"781",7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,"0","0",0.0180237616620617
"782",6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,"0","0",0.0473407842564106
"783",9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5,"0","0",0.00968628478540103
"784",6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,"0","0",0.0473407842564106
"785",7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5,"0","0",0.0240125441087102
"786",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,"0","0",0.0380426367607031
"787",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,"0","0",0.0380426367607031
"788",10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,"0","0",0.0337633935274872
"789",10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,"0","0",0.0337633935274872
"790",8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,"0","0",0.0103658303562785
"791",7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,"0","0",0.0662407728695836
"792",8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5,"0","0",0.0141098111757966
"793",7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,"0","0",0.0205541702908251
"794",7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5,"0","0",0.0564162389311182
"795",10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6,"0","0",0.551816609104899
"796",10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,5,"0","0",0.0459057174962364
"797",8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5,"0","0",0.0488008660405232
"798",9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7,"1","0",0.231474708814578
"799",9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,"0","0",0.0691086675200967
"800",9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,"0","0",0.0691086675200967
"801",7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5,"0","0",0.0121311815797758
"802",8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5,"0","0",0.023567662331594
"803",5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,"1","0",0.586275698007192
"804",7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,"0","0",0.0266347695722987
"805",8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,"0","0",0.0335285566159448
"806",8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,"1","1",0.712857036225544
"807",8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,"1","1",0.68117740145793
"808",8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,"1","1",0.712857036225544
"809",7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5,"0","0",0.0336819924154857
"810",7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,"0","0",0.0551182130399596
"811",7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,"0","0",0.0526676287511169
"812",12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6,"0","0",0.120914028530873
"813",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,"0","0",0.142308160134701
"814",6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4,"0","0",0.21820360144392
"815",12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,"0","0",0.270085577729356
"816",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,"0","0",0.142308160134701
"817",9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,"0","0",0.0636563526205231
"818",10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,"0","0",0.509483392738084
"819",7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,"0","0",0.00670947169984233
"820",9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5,"0","0",0.0129851399848018
"821",7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,"0","0",0.015072571025691
"822",4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,"1","1",0.836592337557504
"823",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,"0","0",0.0334187789543522
"824",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,"0","0",0.0334187789543522
"825",7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,"0","0",0.0524775508590582
"826",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,"0","0",0.0751683856358914
"827",7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,"1","0",0.265333267961275
"828",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,"0","0",0.0751683856358914
"829",7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,"1","0",0.423435368928634
"830",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,"0","0",0.117962310229411
"831",7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,"0","0",0.0431091532175574
"832",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,"0","0",0.117962310229411
"833",10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3,"0","0",0.0934606038711006
"834",11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4,"0","0",0.0832946482397835
"835",8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5,"0","0",0.00800771295040122
"836",7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5,"0","0",0.00873086356974098
"837",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,"1","0",0.268236419574907
"838",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,"1","0",0.268236419574907
"839",10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,"1","0",0.379339585016635
"840",6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,"0","0",0.0311985086990465
"841",11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7,"1","0",0.449164433416631
"842",6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5,"0","0",0.0325501580487794
"843",10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6,"0","0",0.132385215812129
"844",7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,"0","0",0.0117722440990882
"845",9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,"0","0",0.300595600809484
"846",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,"0","0",0.0233441895635458
"847",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,"0","0",0.0233441895635458
"848",7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,"0","0",0.0241827143821975
"849",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,"0","0",0.0233441895635458
"850",6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5,"0","0",0.0243236036445347
"851",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,"0","0",0.0311478064445103
"852",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,"0","0",0.0311478064445103
"853",8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,"0","0",0.136500303761349
"854",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,"0","0",0.220173608863464
"855",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,"0","0",0.220173608863464
"856",7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,"1","0",0.110162620554909
"857",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,"0","0",0.220173608863464
"858",8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,"1","0",0.422927695570677
"859",11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,"1","0",0.200070329426949
"860",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,"0","0",0.172094397258823
"861",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,"0","0",0.0138809824463461
"862",5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,"0","0",0.0233428770400563
"863",7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,"0","0",0.0587704522981811
"864",7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,"0","0",0.0165021482245295
"865",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,"0","0",0.0138809824463461
"866",7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5,"0","0",0.0159089625972829
"867",6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,"0","0",0.240597127955271
"868",6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,"0","0",0.212744945331059
"869",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,"0","0",0.172094397258823
"870",7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,"0","0",0.0669254573674185
"871",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,"0","0",0.0938686891365048
"872",6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5,"0","0",0.0560329800791796
"873",7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,"0","0",0.067700944740951
"874",9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,"1","0",0.305618337013182
"875",10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,"1","0",0.34314424267848
"876",8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,"1","0",0.502150548728233
"877",7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,"0","0",0.107462817125968
"878",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,"0","0",0.0938686891365048
"879",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,"0","0",0.0214365557334512
"880",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,"0","0",0.015472315641335
"881",9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,"0","0",0.02326634446434
"882",7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,"0","0",0.0785006175421098
"883",8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,"0","0",0.545928832882132
"884",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,"0","0",0.015472315641335
"885",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,"0","0",0.0214365557334512
"886",8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5,"0","0",0.0281054084555871
"887",9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6,"0","0",0.0212765759849166
"888",10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,"1","0",0.36050196623049
"889",6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,"0","0",0.0921659886242765
"890",10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5,"0","0",0.00506409924463435
"891",7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5,"0","0",0.0850295912925551
"892",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,"0","0",0.0154852096846009
"893",10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6,"0","0",0.0303623042047903
"894",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,"0","0",0.0154852096846009
"895",7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,"0","0",0.0198553652713159
"896",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,"0","0",0.056055361102298
"897",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,"1","0",0.659761131348406
"898",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,"0","0",0.056055361102298
"899",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,"1","0",0.659761131348406
"900",8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3,"0","0",0.0103000339774305
"901",8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,"0","0",0.437620344487117
"902",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,"1","0",0.0674189044385311
"903",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,"1","0",0.0674189044385311
"904",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,"1","0",0.0631507678067034
"905",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,"1","0",0.0631507678067034
"906",9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,"0","0",0.0186125046383021
"907",7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,"0","0",0.122003083690766
"908",6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,"0","0",0.11974041316336
"909",7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,"0","0",0.0829989777935517
"910",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,"0","0",0.274250288957022
"911",9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,"0","0",0.63510268810212
"912",9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,"0","0",0.220098676616998
"913",10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,"0","0",0.340557465866031
"914",9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,"1","0",0.416961440703943
"915",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,"0","0",0.274250288957022
"916",8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,"0","0",0.444486167037185
"917",5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,"0","0",0.0488082141221987
"918",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,"0","0",0.0748165548652649
"919",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,"0","0",0.233292897525276
"920",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,"0","0",0.261701119709988
"921",9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,"0","0",0.0895334723363884
"922",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,"0","0",0.233292897525276
"923",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,"0","0",0.261701119709988
"924",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,"0","0",0.0748165548652649
"925",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,"0","0",0.223771830452824
"926",8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,"1","0",0.447386866341212
"927",9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,"0","0",0.264266116691854
"928",8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,"0","0",0.00950470218920058
"929",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,"0","0",0.223771830452824
"930",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,"1","0",0.492579537846301
"931",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,"0","0",0.0617822305290332
"932",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,"0","0",0.0257452759693522
"933",7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,"0","0",0.038892312171243
"934",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,"0","0",0.0257452759693522
"935",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,"0","0",0.0617822305290332
"936",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,"0","0",0.467322971154006
"937",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,"0","0",0.467322971154006
"938",12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4,"0","0",0.0375931747750212
"939",7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,"1","0",0.654968048480002
"940",6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,"0","0",0.157804679151315
"941",9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,"1","0",0.610947011162093
"942",9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,"1","0",0.545392296936374
"943",10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,"1","0",0.062976582039592
